\fixlen = T
|set|TIME        |LC_DETREND    |
|int|double      |double        |
 0   136.2737430  -5.1676798e-05 
 0   136.2941774  1.1455712e-04  
 0   136.3146119  6.1851235e-05  
 0   136.3350461  -1.6775260e-04 
 0   136.3554805  -3.2211962e-04 
 0   136.3759149  -4.3509406e-04 
 0   136.3963493  2.0897287e-04  
 0   136.4167836  4.6318051e-05  
 0   136.4372180  -2.7814132e-04 
 0   136.4576525  1.0054733e-04  
 0   136.4780868  3.1890046e-05  
 0   136.4985211  -2.6132716e-04 
 0   136.5189555  8.3214625e-05  
 0   136.5393899  -1.8772749e-05 
 0   136.5598243  2.9567125e-05  
 0   136.5802586  1.0998657e-04  
 0   136.6006930  6.8943969e-05  
 0   136.6211274  3.0477479e-04  
 0   136.6415617  -1.3971538e-04 
 0   136.6619961  3.4021714e-04  
 0   136.6824305  -5.9392998e-05 
 0   136.7028649  7.6168080e-06  
 0   136.7232992  -2.1141022e-04 
 0   136.7437335  -4.5841379e-04 
 0   136.7641680  -1.5617191e-04 
 0   136.7846024  1.6115639e-04  
 0   136.8050366  -1.0631540e-04 
 0   136.8254711  3.3231230e-05  
 0   136.8459055  -1.3060760e-04 
 0   136.8663398  1.4169709e-04  
 0   136.8867741  7.6560806e-05  
 0   136.9072086  -2.8157918e-04 
 0   136.9276430  -1.0775846e-04 
 0   136.9480772  -5.7047731e-03 
 0   136.9685117  -8.4469179e-03 
 0   136.9889461  -9.4107110e-03 
 0   137.0093803  -9.3896911e-03 
 0   137.0298147  -9.7876191e-03 
 0   137.0502492  -9.4256364e-03 
 0   137.0706834  -8.7685995e-03 
 0   137.0911178  -7.0109917e-03 
 0   137.1115523  -8.9436158e-04 
 0   137.1319866  2.8799815e-04  
 0   137.1524209  6.7380010e-05  
 0   137.1728553  5.4491409e-07  
 0   137.1932898  2.9691335e-04  
 0   137.2137240  4.6110858e-04  
 0   137.2341584  -2.2422573e-04 
 0   137.2545927  2.4832980e-04  
 0   137.2750271  2.7485254e-05  
 0   137.2954615  -9.4957417e-05 
 0   137.3158958  8.8178713e-06  
 0   137.3363303  3.0638184e-05  
 0   137.3567646  3.5016978e-04  
 0   137.3976333  -1.8210644e-04 
 0   137.4180677  -9.7282864e-05 
 0   137.4385021  -1.3429046e-04 
 0   137.4589364  -2.3451512e-04 
 0   137.4793708  2.2162759e-04  
 0   137.4998052  9.7215547e-05  
 0   137.5202395  -2.8813523e-04 
 0   137.5406738  1.9727075e-04  
 0   137.5611083  -2.0416574e-04 
 0   137.5815426  -1.2222159e-04 
 0   137.6019769  -8.7355438e-05 
 0   137.6224114  5.8263297e-05  
 0   137.6428458  -5.8906138e-05 
 0   137.6632800  -1.2963944e-06 
 0   137.6837144  -1.4988154e-04 
 0   137.7041489  -2.5436259e-04 
 0   137.7245831  6.4064772e-04  
 0   137.7450175  1.0659181e-05  
 0   137.7654520  -1.6655399e-04 
 0   137.7858862  1.4509696e-04  
 0   137.8063206  6.0866954e-05  
 0   137.8267549  3.8649905e-05  
 0   137.8471893  3.6243102e-04  
 0   137.8676237  -1.1044160e-04 
 0   137.8880581  1.1457100e-04  
 0   137.9084923  4.5510672e-04  
 0   137.9289268  -2.2086054e-04 
 0   137.9493612  -2.8405053e-04 
 0   137.9697954  1.5646758e-04  
 0   137.9902299  -7.5420968e-07 
 0   138.0106643  -1.5745702e-04 
 0   138.0310985  3.8420441e-04  
 0   138.0515329  -1.7846192e-04 
 0   138.0719674  -1.2198574e-04 
 0   138.0924017  7.3981486e-05  
 0   138.1128360  -2.6390690e-04 
 0   138.1332705  4.0581686e-05  
 0   138.1537048  5.4040283e-06  
 0   138.1741391  5.5541400e-06  
 0   138.1945734  4.0759364e-06  
 0   138.2150079  4.5450003e-04  
 0   138.2354423  3.9587576e-06  
 0   138.2558765  1.3928486e-05  
 0   138.2763110  -1.7060609e-04 
 0   138.2967454  3.1707971e-04  
 0   138.3171796  1.1156092e-04  
 0   138.3376140  -1.0569334e-05 
 0   138.3580485  6.9167989e-05  
 0   138.3784828  -2.3166415e-04 
 0   138.3989171  -8.7833912e-05 
 0   138.4193515  3.6287424e-04  
 0   138.4397859  1.0504466e-04  
 0   138.4602202  -2.0298644e-04 
 0   138.4806545  5.5085807e-06  
 0   138.5010890  -3.1380251e-04 
 0   138.5215233  5.3962889e-05  
 0   138.5419576  -1.8203007e-04 
 0   138.5623920  2.0141831e-04  
 0   138.5828263  -2.2940656e-04 
 0   138.6032607  -1.2285449e-05 
 0   138.6236951  -8.7272983e-06 
 0   138.6441294  1.6412330e-04  
 0   138.6645638  -2.5110983e-05 
 0   138.6849982  -6.3712250e-05 
 0   138.7054324  6.1128767e-06  
 0   138.7258669  -9.3497685e-05 
 0   138.7463012  -8.6273853e-05 
 0   138.7667355  -2.9883971e-05 
 0   138.7871700  3.2499092e-06  
 0   138.8076043  -1.3508125e-04 
 0   138.8280386  7.6434611e-05  
 0   138.8484729  1.8736585e-04  
 0   138.8689074  7.6309560e-05  
 0   138.8893418  -2.8302611e-05 
 0   138.9097760  9.5653369e-05  
 0   138.9302105  1.5161507e-04  
 0   138.9506448  6.3534113e-05  
 0   138.9710791  2.0507880e-04  
 0   138.9915135  -1.4233065e-05 
 0   139.0119479  1.1786092e-04  
 0   139.0323822  -2.8119655e-04 
 0   139.0528165  -3.6336493e-04 
 0   139.0732510  2.5577581e-04  
 0   139.0936852  -3.8863564e-04 
 0   139.1141196  -1.5353932e-04 
 0   139.1345540  2.6084849e-04  
 0   139.1549883  -2.9104223e-05 
 0   139.1754227  1.0266349e-04  
 0   139.1958570  -1.1336417e-04 
 0   139.2162913  -1.9425241e-05 
 0   139.2367258  -3.3136599e-05 
 0   139.2571601  -5.9266920e-05 
 0   139.2775944  1.9801869e-04  
 0   139.2980288  -3.0749050e-04 
 0   139.3184632  1.3631411e-04  
 0   139.3388975  9.0258378e-05  
 0   139.3593318  1.0741511e-04  
 0   139.3797663  -6.6557186e-05 
 0   139.4002006  -2.4272769e-04 
 0   139.4206349  6.6052366e-05  
 0   139.4410693  1.3816101e-04  
 0   139.4615037  -6.2267914e-05 
 0   139.4819379  2.8821657e-04  
 0   139.5023723  1.0651442e-05  
 0   139.5228068  2.8320355e-04  
 0   139.5432410  8.3192637e-05  
 0   139.5636754  -9.1459318e-05 
 0   139.5841098  1.6365736e-04  
 0   139.6045441  -1.1371689e-04 
 0   139.6249784  -5.7108598e-05 
 0   139.6454128  -6.0011349e-05 
 0   139.6658472  -9.9492085e-05 
 0   139.6862815  1.2958546e-04  
 0   139.7067159  5.3261570e-05  
 0   139.7271502  -1.5405167e-05 
 0   139.7475846  2.9378312e-05  
 0   139.7680189  -1.1896436e-04 
 0   139.7884533  8.2714696e-06  
 0   139.8088876  2.4933449e-04  
 0   139.8293220  2.1012997e-05  
 0   139.8497563  2.6957053e-04  
 0   139.8701907  2.2159438e-04  
 0   139.8906250  -2.2771300e-04 
 0   139.9110594  1.2983636e-04  
 0   139.9314938  3.0421271e-04  
 0   139.9519282  -5.5932906e-05 
 0   139.9723625  -1.3334604e-04 
 0   139.9927968  -3.1814423e-05 
 0   140.0132311  -1.5907780e-04 
 0   140.0336655  4.1419131e-05  
 0   140.0540999  4.6596979e-05  
 0   140.0745342  -1.0397124e-05 
 0   140.0949686  -2.2249074e-04 
 0   140.1154029  3.1395967e-04  
 0   140.1358373  -2.6550971e-04 
 0   140.1562715  -1.6176996e-04 
 0   140.1767060  -1.2709975e-04 
 0   140.1971403  -2.3367042e-04 
 0   140.2175746  -2.6221844e-04 
 0   140.2380090  -2.5671176e-05 
 0   140.2584434  1.8366736e-04  
 0   140.2788777  1.6630818e-04  
 0   140.2993120  4.7068766e-04  
 0   140.3197465  1.6451764e-04  
 0   140.3401807  -1.6868320e-05 
 0   140.3810494  -1.0896367e-04 
 0   140.4014839  -1.8083544e-04 
 0   140.4219181  9.0746442e-05  
 0   140.4423525  1.6179101e-05  
 0   140.4627869  6.9764290e-05  
 0   140.4832212  6.4934925e-06  
 0   140.5036555  9.6175398e-05  
 0   140.5240898  -1.4268186e-04 
 0   140.5445242  1.1459684e-04  
 0   140.5649586  -1.2583795e-04 
 0   140.5853929  -1.5203546e-04 
 0   140.6058273  2.7043061e-04  
 0   140.6262616  1.9683970e-05  
 0   140.6466960  -1.3151579e-04 
 0   140.6671302  1.6804507e-04  
 0   140.6875647  -1.3269662e-04 
 0   140.7079990  -2.6282741e-04 
 0   140.7284333  3.7075471e-04  
 0   140.7488677  1.9228649e-04  
 0   140.7693021  6.9737784e-05  
 0   140.7897363  1.7469634e-04  
 0   140.8101707  3.6062070e-04  
 0   140.8306051  -1.4264551e-04 
 0   140.8510394  -3.2424810e-04 
 0   140.8714737  -1.8891650e-04 
 0   140.8919080  2.1787360e-04  
 0   140.9123425  -2.1306779e-04 
 0   140.9327767  -1.2895413e-04 
 0   140.9532111  -2.9243575e-04 
 0   140.9736455  -1.4550009e-04 
 0   140.9940798  3.8229922e-05  
 0   141.0145141  1.7747437e-04  
 0   141.0349485  1.4467665e-04  
 0   141.0553828  -4.6523528e-05 
 0   141.0758172  1.1231674e-04  
 0   141.0962515  -3.1529917e-04 
 0   141.1166859  1.2687087e-04  
 0   141.1371202  -1.9547596e-04 
 0   141.1575546  2.5101626e-04  
 0   141.1779888  3.1562671e-05  
 0   141.1984232  -2.0623964e-05 
 0   141.2188576  4.2412610e-04  
 0   141.2392918  -4.2514170e-05 
 0   141.2597263  3.4204358e-04  
 0   141.2801606  1.5537157e-04  
 0   141.3005949  1.0614408e-04  
 0   141.3210292  -7.1960341e-05 
 0   141.3414637  -1.3195186e-04 
 0   141.3618980  -1.2034895e-04 
 0   141.3823323  2.1015918e-04  
 0   141.4027666  -3.5278502e-04 
 0   141.4232010  -1.5282109e-04 
 0   141.4436354  -3.1422716e-04 
 0   141.4640696  1.8784829e-05  
 0   141.4845041  3.1152519e-04  
 0   141.5049384  -1.8687277e-04 
 0   141.5253727  2.8893894e-05  
 0   141.5458070  -2.2266481e-04 
 0   141.5662414  -1.5907973e-04 
 0   141.5866758  -4.7051359e-05 
 0   141.6071100  9.8409895e-05  
 0   141.6275445  1.0716746e-04  
 0   141.6479788  2.3893881e-04  
 0   141.6684131  2.1937065e-04  
 0   141.6888474  1.1574185e-04  
 0   141.7092819  9.8517114e-05  
 0   141.7297161  -7.9576414e-05 
 0   141.7501504  -1.0148886e-05 
 0   141.7705849  -3.8411483e-05 
 0   141.7910191  -1.2829847e-05 
 0   141.8114535  -4.0286086e-05 
 0   141.8318878  1.0305876e-04  
 0   141.8523221  -5.9158221e-05 
 0   141.8727565  2.8341715e-04  
 0   141.8931908  2.7230955e-04  
 0   141.9136253  -2.4876226e-04 
 0   141.9340595  2.2269232e-04  
 0   141.9544939  6.5329510e-07  
 0   141.9749281  2.5997401e-04  
 0   141.9953625  -9.5962678e-05 
 0   142.0157969  1.5079274e-04  
 0   142.0362311  -2.0825096e-04 
 0   142.0566655  -1.4650797e-04 
 0   142.0770999  1.2507829e-05  
 0   142.0975342  -1.3142377e-04 
 0   142.1179685  -4.7884743e-05 
 0   142.1384029  4.1902182e-04  
 0   142.1588373  2.2395945e-04  
 0   142.1792715  3.5078803e-04  
 0   142.1997058  -1.3522728e-04 
 0   142.2201403  2.1056219e-05  
 0   142.2405745  -2.4432651e-04 
 0   142.2610089  -3.3590471e-04 
 0   142.2814433  -3.0388153e-05 
 0   142.3018775  -8.6106804e-05 
 0   142.3223119  2.5225952e-04  
 0   142.3427462  4.1434504e-04  
 0   142.3631807  1.4135617e-04  
 0   142.3836149  -1.2253481e-04 
 0   142.4040492  2.6664948e-05  
 0   142.4244837  7.2990857e-05  
 0   142.4449179  -9.1510876e-05 
 0   142.4653522  -2.2568784e-04 
 0   142.4857865  2.7974698e-04  
 0   142.5062209  -3.2790430e-04 
 0   142.5266553  -2.0394531e-04 
 0   142.5470896  3.9799800e-04  
 0   142.5675238  -1.7631699e-04 
 0   142.5879583  2.4337985e-04  
 0   142.6083926  5.7050227e-05  
 0   142.6288268  7.2298081e-07  
 0   142.6492613  1.9651907e-04  
 0   142.6696956  7.7015524e-05  
 0   142.6901298  -1.1689233e-04 
 0   142.7105642  -1.4976560e-04 
 0   142.7309986  7.3663388e-05  
 0   142.7514329  2.1173478e-04  
 0   142.7718672  -7.5666744e-06 
 0   142.7923016  2.0130488e-04  
 0   142.8127359  -2.8450691e-04 
 0   142.8331702  2.0918921e-04  
 0   142.8536045  -1.0805620e-04 
 0   142.8740390  5.2623229e-05  
 0   142.8944732  -2.1640540e-04 
 0   142.9149075  7.8291741e-05  
 0   142.9353420  1.8467694e-04  
 0   142.9557762  -1.0254393e-04 
 0   142.9762105  -4.1593489e-04 
 0   142.9966448  8.5727203e-05  
 0   143.0170792  -1.5769688e-04 
 0   143.0375135  2.3009861e-05  
 0   143.0579479  -1.1546757e-04 
 0   143.0783822  -1.4692392e-04 
 0   143.0988165  9.9488811e-05  
 0   143.1192509  -1.2715050e-04 
 0   143.1396852  2.1076674e-04  
 0   143.1601195  1.2251395e-05  
 0   143.1805539  1.9551409e-04  
 0   143.2009881  -2.1405228e-04 
 0   143.2214224  -2.0750312e-04 
 0   143.2418569  -4.2079773e-05 
 0   143.2622912  4.9795222e-04  
 0   143.2827255  -8.0793245e-05 
 0   143.3031599  -8.7532630e-05 
 0   143.3235942  9.7360135e-05  
 0   143.3644628  -1.8214528e-04 
 0   143.3848972  2.8905121e-04  
 0   143.4053315  3.8008788e-05  
 0   143.4257658  1.2881734e-05  
 0   143.4462002  -5.0769461e-04 
 0   143.4666345  1.5015448e-04  
 0   143.4870688  8.5916239e-05  
 0   143.5075031  -2.2906639e-05 
 0   143.5279375  -1.7569413e-04 
 0   143.5483718  -7.9505444e-06 
 0   143.5688061  9.4440911e-05  
 0   143.5892405  -3.8705737e-04 
 0   143.6096748  4.6323290e-05  
 0   143.6301091  -1.3668340e-05 
 0   143.6505434  -1.6599603e-04 
 0   143.6709778  -2.3421561e-04 
 0   143.6914121  1.4938699e-04  
 0   143.7118464  8.2651590e-05  
 0   143.7322807  -3.3548943e-04 
 0   143.7527150  1.5946207e-05  
 0   143.7731494  1.6689052e-04  
 0   143.7935837  4.5530358e-04  
 0   143.8140180  -1.1374631e-04 
 0   143.8344524  -4.9000791e-06 
 0   143.8548867  -7.3424399e-06 
 0   143.8753209  8.6233951e-05  
 0   143.8957553  3.4725989e-04  
 0   143.9161897  1.3763069e-04  
 0   143.9366239  -1.3444560e-04 
 0   143.9570583  -1.3278166e-04 
 0   143.9774927  1.6991745e-04  
 0   143.9979269  8.0299360e-05  
 0   144.0183612  5.0102972e-06  
 0   144.0387956  2.4954966e-04  
 0   144.0592300  2.2340332e-04  
 0   144.0796642  4.5605513e-05  
 0   144.1000986  3.5971665e-05  
 0   144.1205329  1.3711340e-04  
 0   144.1409672  -1.9817981e-05 
 0   144.1614015  -1.7394350e-04 
 0   144.1818359  -2.0241346e-06 
 0   144.2022702  2.6939102e-04  
 0   144.2227045  -7.3287811e-05 
 0   144.2431389  -6.0854596e-05 
 0   144.2635731  -5.6759596e-05 
 0   144.2840075  5.7201287e-05  
 0   144.3044418  -1.2686294e-04 
 0   144.3248761  4.6280547e-05  
 0   144.3453104  -6.9886337e-05 
 0   144.3657448  -6.8128000e-05 
 0   144.3861790  3.9742927e-06  
 0   144.4066134  -7.0766953e-05 
 0   144.4270477  -5.6581845e-05 
 0   144.4474820  -3.3829114e-04 
 0   144.4679164  -2.3096334e-04 
 0   144.4883507  9.0109563e-05  
 0   144.5087849  1.0503086e-05  
 0   144.5292193  -1.0031519e-04 
 0   144.5496537  1.6852217e-04  
 0   144.5700880  -2.0604115e-04 
 0   144.5905222  1.8185026e-04  
 0   144.6109566  -1.7481932e-04 
 0   144.6313910  2.2593167e-04  
 0   144.6518252  -1.6338960e-05 
 0   144.6722595  2.0080150e-04  
 0   144.6926939  1.6026325e-04  
 0   144.7131282  9.4451701e-05  
 0   144.7335625  1.2115430e-04  
 0   144.7539969  3.4172210e-04  
 0   144.7744311  -8.0452526e-05 
 0   144.7948654  -1.4660921e-04 
 0   144.8152998  2.4377971e-04  
 0   144.8357342  -2.3672389e-04 
 0   144.8561684  -6.6181397e-05 
 0   144.8766027  -3.1022173e-05 
 0   144.8970371  -5.1101852e-05 
 0   144.9174714  -1.8351219e-04 
 0   144.9379057  -1.2616966e-04 
 0   144.9583400  -2.4932530e-04 
 0   144.9787744  2.4741798e-04  
 0   144.9992087  2.3380762e-04  
 0   145.0196430  -1.8500755e-04 
 0   145.0400773  -2.1461188e-04 
 0   145.0605116  -1.3565493e-04 
 0   145.0809459  4.3145108e-05  
 0   145.1013803  9.9059107e-05  
 0   145.1218147  -2.5381221e-05 
 0   145.1422489  7.8661496e-06  
 0   145.1626832  1.3330967e-04  
 0   145.1831174  -1.4987367e-04 
 0   145.2035519  2.4923839e-04  
 0   145.2239862  4.5891164e-04  
 0   145.2444204  1.3570425e-04  
 0   145.2648548  1.4029007e-04  
 0   145.2852891  8.8637047e-05  
 0   145.3057235  -9.5624346e-06 
 0   145.3261577  1.2952382e-04  
 0   145.3465921  2.2759834e-05  
 0   145.3670264  9.4709103e-06  
 0   145.3874606  -3.3117732e-04 
 0   145.4078950  -3.5811003e-04 
 0   145.4283294  -2.2354082e-04 
 0   145.4487636  2.0944430e-04  
 0   145.4691979  -1.1017700e-04 
 0   145.4896323  1.3338543e-04  
 0   145.5100665  -8.7703818e-05 
 0   145.5305008  -3.2879424e-04 
 0   145.5509352  2.2522596e-04  
 0   145.5713696  1.7055504e-04  
 0   145.5918038  3.3827473e-06  
 0   145.6122381  1.5726613e-04  
 0   145.6326725  -1.1300600e-04 
 0   145.6531067  -2.4014732e-04 
 0   145.6735411  -6.1920713e-05 
 0   145.6939753  1.0667589e-04  
 0   145.7144097  3.7587376e-04  
 0   145.7348440  -1.4076031e-04 
 0   145.7552783  5.3522148e-04  
 0   145.7757126  -2.7234037e-05 
 0   145.7961469  -7.1018825e-05 
 0   145.8165813  1.5113251e-04  
 0   145.8370155  -1.3891545e-04 
 0   145.8574499  2.0334467e-04  
 0   145.8778842  -2.2050625e-04 
 0   145.8983184  -1.7213402e-04 
 0   145.9187528  -3.0514104e-05 
 0   145.9391871  2.1683969e-04  
 0   145.9596214  -3.6194039e-04 
 0   145.9800557  -3.4121936e-04 
 0   146.0004901  2.2213731e-04  
 0   146.0209244  -1.8351155e-04 
 0   146.0413586  2.5089408e-04  
