-1.673743999999985910e-01 5.088937199999999772e-05
-1.469399999999994044e-01 9.853530399999999587e-05
-1.265056999999942811e-01 -1.695201199999999981e-04
-1.060713999999891577e-01 8.537077499999999749e-05
-8.563709999998403433e-02 2.456812399999999978e-04
-6.520269999998484778e-02 -3.459124699999999966e-04
-4.476850000000220930e-02 -5.419983500000000350e-03
-2.433410000000302276e-02 -8.740259300000000758e-03
-3.899700000003836209e-03 -9.180487100000000664e-03
1.653460000000128716e-02 -9.369250399999999243e-03
3.696890000000641052e-02 -9.029378200000000299e-03
5.740320000001153389e-02 -5.274539299999999632e-03
7.783760000001072044e-02 -1.485220400000000014e-04
9.827179999999335891e-02 -6.134526500000000125e-05
1.187061999999925455e-01 8.779175600000000161e-05
1.391405999999917320e-01 -1.004220800000000006e-04
1.595748000000027922e-01 -1.291270700000000003e-05
1.800091000000079156e-01 1.530993400000000025e-05
2.004435000000071021e-01 1.164295400000000033e-04
2.208778000000122255e-01 -4.662511900000000221e-06
2.617463999999940505e-01 8.175377300000000267e-05
2.821807999999932370e-01 3.824359399999999778e-05
3.026150999999983604e-01 3.106682000000000150e-04
3.230494000000034838e-01 1.452299900000000030e-04
3.434836000000145440e-01 -1.404849000000000007e-04
3.639181000000077937e-01 1.928035199999999995e-04
3.843524000000129170e-01 -1.970912699999999925e-04
4.047865999999955555e-01 3.675969800000000232e-04
4.252209000000006789e-01 3.919064699999999903e-05
4.456553999999939286e-01 -2.448313799999999869e-04
4.660896000000049888e-01 8.201599800000000337e-05
4.865239000000101122e-01 4.454267800000000281e-05
5.069583000000092987e-01 -4.466147200000000268e-05
5.273927000000084853e-01 -2.132008499999999969e-04
5.478268999999911237e-01 -4.926794800000000238e-04
5.682611999999962471e-01 -3.314102900000000067e-04
5.886955999999954336e-01 1.801041699999999938e-04
6.091299000000005570e-01 -1.950202600000000043e-04
6.295642000000056804e-01 1.768871999999999892e-04
6.499986000000048669e-01 1.273417399999999969e-04
6.704328000000159271e-01 9.073349100000000335e-05
6.908670999999926288e-01 -7.353814699999999501e-05
7.113014999999918153e-01 -3.548102500000000306e-05
