\fixlen = T
|set|TIME        |LC_INIT       |
|int|double      |double        |
 0   231.8632569  -3.9248709e-05 
 0   231.8836900  9.1877875e-05  
 0   231.9041231  -3.6412981e-04 
 0   231.9245564  -2.8062426e-04 
 0   231.9449894  2.0053955e-04  
 0   231.9654225  9.6631753e-05  
 0   231.9858555  -1.3799220e-04 
 0   232.0062888  -4.3147014e-05 
 0   232.0267219  -4.2663960e-05 
 0   232.0471549  -3.3815575e-04 
 0   232.0675881  7.8287456e-05  
 0   232.0880212  -1.5967858e-05 
 0   232.1084544  -2.6732808e-04 
 0   232.1288875  -2.5185151e-04 
 0   232.1493206  -1.4598540e-04 
 0   232.1697537  -2.3569799e-05 
 0   232.1901867  1.4610577e-04  
 0   232.2106200  8.3889267e-05  
 0   232.2310531  1.3686354e-04  
 0   232.2514861  6.3459647e-06  
 0   232.2719193  -3.8956877e-04 
 0   232.2923524  -1.2187082e-04 
 0   232.3127854  -1.7290321e-04 
 0   232.3332186  2.3661093e-04  
 0   232.3536518  -1.8767176e-04 
 0   232.3740848  -3.9462237e-05 
 0   232.3945179  -2.1265771e-05 
 0   232.4149511  -5.4081385e-05 
 0   232.4353842  1.7730241e-04  
 0   232.4558173  -1.8032439e-04 
 0   232.4762504  -4.3653064e-05 
 0   232.4966836  -1.9350508e-04 
 0   232.5171166  -3.6927659e-04 
 0   232.5375497  1.5749059e-04  
 0   232.5579829  -1.4618742e-04 
 0   232.5784159  2.6576723e-05  
 0   232.5988491  1.8636207e-04  
 0   232.6192822  -1.7150749e-04 
 0   232.6397153  -9.3246133e-05 
 0   232.6601484  -5.9724433e-05 
 0   232.6805815  -1.7014488e-04 
 0   232.7010146  -9.7151220e-05 
 0   232.7214477  2.1309040e-04  
 0   232.7418809  6.5272953e-04  
 0   232.7623139  3.4474937e-04  
 0   232.8031802  4.4910190e-05  
 0   232.8236132  -5.9654223e-05 
 0   232.8440464  6.4925116e-06  
 0   232.8644795  2.4306233e-04  
 0   232.8849126  1.4217182e-04  
 0   232.9053457  -1.7394085e-04 
 0   232.9257788  -1.8387951e-04 
 0   232.9462119  -1.1209450e-04 
 0   232.9666450  -1.9602900e-05 
 0   232.9870782  -6.6045373e-05 
 0   233.0075112  -7.1175913e-05 
 0   233.0279443  1.6079802e-04  
 0   233.0483775  -1.6105201e-04 
 0   233.0688105  -2.1013181e-04 
 0   233.0892436  2.8233579e-05  
 0   233.1096767  1.6207922e-04  
 0   233.1301098  -2.7993014e-05 
 0   233.1505430  -1.0619080e-04 
 0   233.1709761  -2.3147507e-04 
 0   233.1914092  1.8362253e-04  
 0   233.2118423  3.8893726e-05  
 0   233.2322754  8.8446555e-05  
 0   233.2527084  3.8902846e-04  
 0   233.2731416  -3.2961671e-05 
 0   233.2935747  -2.7504339e-04 
 0   233.3140077  2.8921498e-04  
 0   233.3344409  9.5054158e-05  
 0   233.3548740  4.1359315e-05  
 0   233.3753070  -2.7821562e-04 
 0   233.3957401  9.1182068e-05  
 0   233.4161733  -2.9943802e-05 
 0   233.4366063  -6.9026264e-06 
 0   233.4570394  -2.0046975e-04 
 0   233.4774726  -1.0314497e-04 
 0   233.4979058  -1.8297500e-04 
 0   233.5183388  3.5864177e-05  
 0   233.5387719  2.6012748e-04  
 0   233.5592051  4.9168895e-05  
 0   233.5796381  -2.0620791e-04 
 0   233.6000712  2.0583718e-04  
 0   233.6205044  -2.1114788e-04 
 0   233.6409374  -1.7738763e-04 
 0   233.6613705  -2.2370279e-05 
 0   233.6818037  1.6587350e-04  
 0   233.7022367  6.9904039e-05  
 0   233.7226698  -2.5809885e-04 
 0   233.7431029  -2.1463532e-04 
 0   233.7635361  -1.2592346e-03 
 0   233.7839691  -4.4213692e-03 
 0   233.8044022  -8.2933931e-03 
 0   233.8248354  -9.2094252e-03 
 0   233.8452684  -9.2365742e-03 
 0   233.8657015  -8.6232917e-03 
 0   233.8861345  -6.6754222e-03 
 0   233.9065677  -6.1858306e-04 
 0   233.9270008  -6.6087596e-05 
 0   233.9474339  -2.4407050e-04 
 0   233.9678670  -2.6773661e-04 
 0   233.9883001  9.3004594e-05  
 0   234.0087332  -2.5661517e-04 
 0   234.0291662  -3.0237564e-04 
 0   234.0495994  -1.9206504e-04 
 0   234.0700325  3.9629587e-05  
 0   234.0904655  2.3792403e-04  
 0   234.1108987  -3.5287981e-06 
 0   234.1313317  4.5572117e-05  
 0   234.1517647  1.3762252e-05  
 0   234.1721978  -3.0163690e-05 
 0   234.1926310  2.3949593e-04  
 0   234.2130641  -1.5688560e-04 
 0   234.2334971  6.9988775e-05  
 0   234.2539303  -1.1021863e-05 
 0   234.2743634  1.2788938e-04  
 0   234.2947964  -7.5479045e-05 
 0   234.3152295  2.3121423e-04  
 0   234.3356626  -5.3989650e-05 
 0   234.3560957  3.0826294e-04  
 0   234.3765288  -2.8857004e-04 
 0   234.3969619  1.3973968e-04  
 0   234.4173950  -1.0818396e-04 
 0   234.4378280  1.8116640e-04  
 0   234.4582612  -1.1010341e-04 
 0   234.4786942  -1.5705299e-04 
 0   234.4991273  -1.8588391e-04 
 0   234.5195603  -7.4651980e-05 
 0   234.5399935  9.7124348e-06  
 0   234.5604266  -1.7055508e-04 
 0   234.5808596  3.4872472e-04  
 0   234.6012927  1.5582754e-04  
 0   234.6217259  -2.0968291e-04 
 0   234.6421589  3.4210540e-04  
 0   234.6625920  -3.0685864e-05 
 0   234.6830252  2.6535576e-05  
 0   234.7034581  1.2258005e-04  
 0   234.7238912  2.1576408e-04  
 0   234.7443244  1.9444461e-04  
 0   234.7647574  -2.5329089e-05 
 0   234.7851905  3.1099695e-05  
 0   234.8056236  -3.6530841e-06 
 0   234.8260568  3.1737695e-04  
 0   234.8464898  1.4223877e-04  
 0   234.8669229  2.4293522e-05  
 0   234.8873560  1.4844879e-04  
 0   234.9077890  5.7636229e-05  
 0   234.9282221  4.9177569e-04  
 0   234.9486552  2.1996869e-04  
 0   234.9690883  1.9181927e-04  
 0   234.9895214  3.3231589e-04  
 0   235.0099545  7.1288916e-05  
 0   235.0303876  1.0279579e-04  
 0   235.0508206  6.7517125e-05  
 0   235.0712537  2.1351832e-04  
 0   235.0916867  9.4224888e-05  
 0   235.1121199  8.3337873e-05  
 0   235.1325530  -2.8777393e-04 
 0   235.1529860  3.3927098e-04  
 0   235.1734191  2.0158995e-04  
 0   235.1938522  4.8441466e-04  
 0   235.2142852  -1.4585811e-04 
 0   235.2347183  -2.9781042e-04 
 0   235.2551515  7.0631082e-05  
 0   235.2755846  2.5215566e-05  
 0   235.2960175  2.1656716e-04  
 0   235.3164507  1.6886430e-04  
 0   235.3368838  3.3305495e-04  
 0   235.3573168  1.4081545e-04  
 0   235.3777499  2.7774970e-04  
 0   235.3981831  -2.9194778e-05 
 0   235.4186160  -5.3798700e-05 
 0   235.4390491  2.5689381e-04  
 0   235.4594823  -6.4890432e-05 
 0   235.4799153  1.4382908e-04  
 0   235.5003484  -2.3387070e-04 
 0   235.5207814  -1.7463682e-04 
 0   235.5412145  -3.7788905e-05 
 0   235.5616476  -4.0881281e-05 
 0   235.5820807  -1.7740348e-04 
 0   235.6025139  -2.1833484e-04 
 0   235.6229468  -1.9690578e-04 
 0   235.6433799  3.4090561e-05  
 0   235.6638129  -3.0900304e-05 
 0   235.6842461  1.3388730e-04  
 0   235.7046792  1.8351432e-04  
 0   235.7251122  8.9608029e-06  
 0   235.7455453  -1.9473235e-05 
 0   235.7864115  -8.0281381e-05 
 0   235.8068444  3.6763676e-04  
 0   235.8272776  5.3950600e-05  
 0   235.8477106  1.9984299e-04  
 0   235.8681437  1.6411564e-04  
 0   235.8885769  1.9546178e-05  
 0   235.9090098  4.9276656e-05  
 0   235.9294429  4.3277300e-04  
 0   235.9498761  5.5682065e-04  
 0   235.9703091  -5.1875719e-05 
 0   235.9907421  4.1688705e-04  
 0   236.0111752  1.1501150e-04  
 0   236.0316083  1.4076542e-04  
 0   236.0520414  -2.1219532e-05 
 0   236.0724744  3.9103284e-04  
 0   236.0929075  3.3774914e-04  
 0   236.1133406  1.2918073e-04  
 0   236.1337736  7.1862369e-04  
 0   236.1542066  2.6725325e-05  
 0   236.1746398  1.4838533e-04  
 0   236.1950729  1.1447001e-04  
 0   236.2155058  6.8396614e-05  
 0   236.2359390  -4.9925470e-06 
 0   236.2563721  -4.5357167e-05 
 0   236.2768051  1.6873830e-05  
 0   236.2972381  2.6876139e-04  
 0   236.3176713  3.1707482e-04  
 0   236.3381044  2.4780625e-04  
 0   236.3585373  2.6481017e-04  
 0   236.3789705  2.3662111e-04  
 0   236.3994036  4.6357946e-04  
 0   236.4198366  -8.8452551e-05 
 0   236.4402696  2.3108441e-04  
 0   236.4607028  1.1793105e-04  
 0   236.4811358  2.3909517e-05  
 0   236.5015688  -5.8073143e-05 
 0   236.5220020  1.2306025e-04  
 0   236.5424350  1.8710471e-05  
 0   236.5628680  -1.0041776e-04 
 0   236.5833011  -1.1199227e-04 
 0   236.6037343  1.1632720e-04  
 0   236.6241672  1.8062166e-04  
 0   236.6446003  1.5852691e-04  
 0   236.6650335  -9.4539944e-05 
 0   236.6854664  1.3724332e-04  
 0   236.7058995  -2.2087652e-04 
 0   236.7263325  -1.6109337e-04 
 0   236.7467656  1.9873056e-04  
 0   236.7671987  5.7850182e-05  
 0   236.7876318  5.6710001e-04  
 0   236.8080648  -2.3015201e-04 
 0   236.8284979  -3.6803842e-05 
 0   236.8489310  8.0456070e-05  
 0   236.8693639  2.1626754e-04  
 0   236.8897971  2.9134323e-04  
 0   236.9102302  1.6430666e-04  
 0   236.9306631  1.4997589e-04  
 0   236.9510963  -9.4547853e-05 
 0   236.9715294  2.9852526e-04  
 0   236.9919623  6.6134256e-05  
 0   237.0123954  2.6078155e-04  
 0   237.0328285  5.9568258e-05  
 0   237.0532615  -2.4989413e-04 
 0   237.0736946  -4.6714613e-05 
 0   237.0941277  2.9074241e-04  
 0   237.1145608  2.2135949e-04  
 0   237.1349938  4.0110448e-04  
 0   237.1554269  1.8498951e-04  
 0   237.1758600  3.3290045e-05  
 0   237.1962929  1.8484030e-04  
 0   237.2167260  7.5494427e-05  
 0   237.2371592  -7.7872915e-05 
 0   237.2575921  1.1669628e-05  
 0   237.2780252  1.5911803e-04  
 0   237.2984583  -1.3186374e-03 
 0   237.3188913  -7.4377274e-03 
 0   237.3393244  -8.7156221e-03 
 0   237.3597573  -9.5563717e-03 
 0   237.3801905  -9.1875056e-03 
 0   237.4006235  -7.8383368e-03 
 0   237.4210565  -2.7933656e-03 
 0   237.4414897  1.7069370e-04  
 0   237.4619227  -4.1462897e-04 
 0   237.4823557  -1.4985038e-04 
 0   237.5027887  -1.3848502e-04 
 0   237.5232219  -3.1067041e-04 
 0   237.5436549  -9.0989313e-05 
 0   237.5640879  -2.9038929e-04 
 0   237.5845211  2.8947831e-04  
 0   237.6049540  3.0645926e-04  
 0   237.6253871  1.2159063e-03  
 0   237.6458201  2.0534902e-04  
 0   237.6662533  -8.0547754e-05 
 0   237.6866863  3.2321201e-05  
 0   237.7071193  2.1087083e-04  
 0   237.7275525  -1.9134436e-04 
 0   237.7479854  -7.5862416e-05 
 0   237.7684185  -1.5714506e-04 
 0   237.7888515  -2.3308689e-04 
 0   237.8092846  -1.2509670e-04 
 0   237.8297176  -6.1417442e-05 
 0   237.8501507  7.1052200e-05  
 0   237.8705837  -5.4329931e-04 
 0   237.8910168  1.5777974e-04  
 0   237.9114499  7.1811002e-05  
 0   237.9318828  -9.1019007e-05 
 0   237.9523160  -4.5527966e-05 
 0   237.9727490  7.8956196e-05  
 0   237.9931820  4.8846410e-05  
 0   238.0136151  -2.0618370e-05 
 0   238.0340482  -2.1329238e-04 
 0   238.0544811  1.8937963e-05  
 0   238.0749142  7.9959151e-05  
 0   238.0953473  -2.9251123e-06 
 0   238.1157803  -1.1803048e-06 
 0   238.1362133  -1.8891173e-04 
 0   238.1566465  2.9605535e-05  
 0   238.1770795  2.5851716e-04  
 0   238.1975125  -8.3035302e-05 
 0   238.2179455  -2.5140573e-05 
 0   238.2383787  6.7948893e-04  
 0   238.2588116  2.6136276e-04  
 0   238.2792447  3.4121028e-04  
 0   238.2996778  -1.5776239e-04 
 0   238.3201108  1.4721448e-04  
 0   238.3405438  -1.0253157e-04 
 0   238.3609769  -2.2926751e-04 
 0   238.3814099  7.3448877e-04  
 0   238.4018430  -2.5411378e-04 
 0   238.4222760  -1.1860461e-04 
 0   238.4427092  4.4666795e-04  
 0   238.4631421  7.5258162e-05  
 0   238.4835752  5.0611757e-06  
 0   238.5040081  3.2514206e-05  
 0   238.5244413  3.4621655e-04  
 0   238.5448743  2.1052425e-04  
 0   238.5653072  9.0182439e-05  
 0   238.5857404  -7.5051787e-05 
 0   238.6061734  1.4361527e-04  
 0   238.6266065  1.3374617e-04  
 0   238.6470395  8.7729699e-05  
 0   238.6674726  7.0084097e-05  
 0   238.6879056  1.3240456e-04  
 0   238.7083386  8.7743691e-05  
 0   238.7287717  2.0447405e-04  
 0   238.7696377  -2.7106247e-05 
 0   238.7900708  3.6217039e-04  
 0   238.8105038  9.0133690e-05  
 0   238.8309368  3.6329412e-04  
 0   238.8513699  1.1870000e-05  
 0   238.8718029  7.2557846e-04  
 0   238.8922360  3.3196084e-05  
 0   238.9126690  1.9509607e-04  
 0   238.9331020  1.2680847e-04  
 0   238.9535351  1.9270589e-04  
 0   238.9739681  5.2318595e-05  
 0   238.9944011  -8.3405946e-05 
 0   239.0148342  -1.8678182e-05 
 0   239.0352672  1.9840473e-04  
 0   239.0557002  1.3759166e-04  
 0   239.0761333  6.0895574e-04  
 0   239.0965664  1.8658565e-04  
 0   239.1169993  1.6735628e-04  
 0   239.1374323  3.7180202e-04  
 0   239.1578655  3.8172028e-04  
 0   239.1782985  2.3179942e-04  
 0   239.1987315  3.9844442e-04  
 0   239.2191646  -8.6604079e-05 
 0   239.2395976  2.5921306e-04  
 0   239.2600306  1.0373179e-05  
 0   239.2804636  8.1597209e-05  
 0   239.3008968  3.0876938e-05  
 0   239.3213297  2.1452019e-04  
 0   239.3417627  2.3696409e-04  
 0   239.3621959  1.6006205e-05  
 0   239.3826288  -1.0389990e-04 
 0   239.4030618  -1.4792020e-04 
 0   239.4234949  9.4309740e-05  
 0   239.4439279  -2.1906608e-05 
 0   239.4643610  1.0151568e-05  
 0   239.4847940  7.8063196e-05  
 0   239.5052271  1.3907524e-04  
 0   239.5256601  -2.5270716e-04 
 0   239.5460931  -1.2649827e-04 
 0   239.5665260  -7.9869111e-05 
 0   239.5869592  4.4977951e-05  
 0   239.6073922  5.5654207e-05  
 0   239.6278252  -1.2411566e-04 
 0   239.6482583  1.1042969e-04  
 0   239.6686913  8.0196929e-05  
 0   239.6891243  -1.1006896e-04 
 0   239.7095573  -2.3995344e-05 
 0   239.7299904  -3.6768769e-04 
 0   239.7504234  -2.3602581e-06 
 0   239.7708564  -5.3688796e-04 
 0   239.7912895  -1.6961848e-04 
 0   239.8117225  -2.9037918e-05 
 0   239.8321555  -1.9890341e-04 
 0   239.8525885  6.6922948e-05  
 0   239.8730216  -3.8297620e-04 
 0   239.8934546  -2.3288634e-05 
 0   239.9138876  7.4633106e-05  
 0   239.9343207  -2.7353491e-04 
 0   239.9547538  -2.5111227e-04 
 0   239.9751867  -2.8145133e-04 
 0   239.9956197  -2.4999335e-04 
 0   240.0160529  -7.1620823e-05 
 0   240.0364858  -8.3208397e-05 
 0   240.0569188  -3.1837550e-04 
 0   240.0773519  -2.8400455e-04 
 0   240.0977849  -1.8569882e-04 
 0   240.1182179  -2.2799283e-04 
 0   240.1386509  -1.6262734e-04 
 0   240.1590840  1.8655963e-04  
 0   240.1795170  -4.7584932e-04 
 0   240.1999500  -3.3129490e-04 
 0   240.2203830  -4.1168023e-04 
 0   240.2408161  -3.2426030e-04 
 0   240.2612490  8.0406266e-05  
 0   240.2816820  -3.5735700e-04 
 0   240.3021152  -6.0739865e-05 
 0   240.3225482  4.7860605e-05  
 0   240.3429811  -1.0647057e-04 
 0   240.3838472  -1.1214947e-05 
 0   240.4042802  -1.0666467e-04 
 0   240.4247133  8.3553343e-05  
 0   240.4451462  1.6280740e-04  
 0   240.4655793  -3.3928323e-04 
 0   240.4860123  -2.4700965e-04 
 0   240.5064454  -1.7115746e-04 
 0   240.5268783  -1.7886839e-04 
 0   240.5473114  -2.8598050e-04 
 0   240.5677445  -3.1885810e-04 
 0   240.5881774  -3.2754170e-04 
 0   240.6086104  -1.7561016e-04 
 0   240.6290434  -1.5825387e-04 
 0   240.6494765  -1.3691410e-04 
 0   240.6699095  -6.5825610e-05 
 0   240.6903425  -4.4170112e-04 
 0   240.7107756  -3.2105856e-04 
 0   240.7312086  1.5647450e-04  
 0   240.7516416  -5.5899710e-04 
 0   240.7720745  -2.4305171e-04 
 0   240.7925076  -1.1920378e-04 
 0   240.8129407  -2.1184202e-04 
 0   240.8333736  -5.9834458e-03 
 0   240.8538067  -8.3916485e-03 
 0   240.8742397  -8.8242711e-03 
 0   240.8946727  -9.2176395e-03 
 0   240.9151057  -8.3180191e-03 
 0   240.9355388  -5.5189980e-03 
 0   240.9559717  -5.5754755e-04 
 0   240.9764047  -3.0855206e-04 
 0   240.9968379  -2.1852039e-04 
 0   241.0172709  -3.1631088e-04 
 0   241.0377038  -4.6103279e-04 
 0   241.0581368  3.1168376e-05  
 0   241.0785699  -1.0684950e-04 
 0   241.0990028  6.3440195e-05  
 0   241.1194359  -7.1468785e-05 
 0   241.1398690  2.0018855e-05  
 0   241.1603019  -1.6706869e-04 
 0   241.1807349  -1.1746000e-04 
 0   241.2011679  2.1665060e-04  
 0   241.2216010  -3.3723927e-04 
 0   241.2420340  2.2522803e-05  
 0   241.2624670  -4.5033096e-04 
 0   241.2829001  -1.4274742e-04 
 0   241.3033330  2.1127385e-05  
 0   241.3237660  -9.3087132e-05 
 0   241.3441990  9.6536329e-05  
 0   241.3646321  4.7466171e-04  
 0   241.3850651  1.0907818e-04  
 0   241.4054980  1.0995534e-07  
 0   241.4259311  7.2549665e-06  
 0   241.4463641  -1.4592412e-04 
 0   241.4667972  -2.2613167e-04 
 0   241.4872301  -2.4862276e-04 
 0   241.5076632  -4.2190863e-05 
 0   241.5280962  1.1787406e-05  
 0   241.5485291  -3.1046130e-04 
 0   241.5689622  1.2304715e-04  
 0   241.5893952  -2.8684561e-04 
 0   241.6098281  2.7925707e-05  
 0   241.6302612  2.5186332e-06  
 0   241.6506943  6.9613481e-05  
 0   241.6711272  6.2570514e-05  
 0   241.6915602  1.0449910e-04  
 0   241.7119932  4.5374894e-05  
 0   241.7528592  2.3232459e-04  
 0   241.7732921  -2.5792563e-04 
 0   241.7937253  1.2456925e-04  
 0   241.8141583  2.0555785e-04  
 0   241.8345912  -1.1387485e-04 
 0   241.8550243  -2.7348016e-05 
 0   241.8754573  -7.3258583e-05 
 0   241.8958902  8.7308537e-05  
 0   241.9163232  -1.6416030e-05 
 0   241.9367563  3.0350316e-04  
 0   241.9571892  4.4356793e-04  
 0   241.9776223  7.5454307e-05  
 0   241.9980554  3.4790075e-05  
 0   242.0184884  5.2814026e-05  
 0   242.0389213  3.3328330e-04  
 0   242.0593543  2.4607626e-04  
 0   242.0797874  8.3273961e-05  
 0   242.1002203  2.1245546e-04  
 0   242.1206533  -1.3486530e-04 
 0   242.1410864  1.0965209e-04  
 0   242.1615193  2.1619364e-04  
 0   242.1819523  2.6433833e-04  
 0   242.2023853  1.4234523e-04  
 0   242.2228183  5.6603644e-04  
 0   242.2432514  -8.2305181e-05 
 0   242.2636844  3.8821987e-04  
 0   242.2841174  4.2161606e-05  
 0   242.3045504  1.1018335e-05  
 0   242.3249834  2.9818322e-05  
 0   242.3454163  3.1164667e-04  
 0   242.3658494  1.8557196e-04  
 0   242.3862824  2.8200739e-04  
 0   242.4067153  2.0713902e-04  
 0   242.4271484  3.4327255e-05  
 0   242.4475814  -2.1242793e-04 
 0   242.4680144  -3.1226815e-04 
 0   242.5088804  -2.3689536e-05 
 0   242.5293134  8.8777801e-05  
 0   242.5497463  -1.9674694e-04 
 0   242.5701794  9.7420721e-05  
 0   242.5906124  -8.6468492e-05 
 0   242.6110453  4.4945973e-05  
 0   242.6314783  -4.1971671e-05 
 0   242.6519114  -2.1672745e-04 
 0   242.6723443  -1.8315935e-04 
 0   242.6927773  5.6789333e-05  
 0   242.7132104  -5.3325418e-04 
 0   242.7336433  -5.7678026e-05 
 0   242.7540764  -2.4409402e-04 
 0   242.7745094  -4.7481590e-05 
 0   242.7949424  9.8312950e-05  
 0   242.8153754  1.1604263e-04  
 0   242.8358084  -1.6996874e-04 
 0   242.8562415  1.3031963e-04  
 0   242.8766744  -2.3225865e-04 
 0   242.8971074  -3.0567090e-04 
 0   242.9175405  -2.5811151e-04 
 0   242.9379734  -1.4273026e-04 
 0   242.9584064  1.1188984e-04  
 0   242.9788394  -6.5295906e-05 
 0   242.9992724  5.7955644e-05  
 0   243.0197053  -2.2125451e-04 
 0   243.0401383  3.1592420e-04  
 0   243.0605713  4.6491919e-06  
 0   243.0810043  -1.9634244e-04 
 0   243.1014373  -5.3249206e-04 
 0   243.1218702  -1.9936213e-04 
 0   243.1423033  2.2432648e-04  
 0   243.1627363  -6.6531021e-07 
 0   243.1831692  5.7484649e-05  
 0   243.2036023  -2.8799308e-04 
 0   243.2240352  -2.9572175e-04 
 0   243.2444682  -7.2098177e-05 
 0   243.2649012  -1.2083098e-04 
 0   243.2853342  -1.2710228e-04 
 0   243.3057672  -4.2963281e-04 
 0   243.3262002  -9.1061942e-05 
 0   243.3466333  -3.4685567e-04 
 0   243.3670662  -3.2708660e-04 
 0   243.3874992  1.7530606e-04  
 0   243.4079321  -1.9106270e-04 
 0   243.4283652  -3.0353668e-04 
 0   243.4487982  -3.2078798e-04 
 0   243.4692311  1.1893248e-04  
 0   243.4896642  -4.7120976e-04 
 0   243.5100972  -5.1595911e-04 
 0   243.5305301  -2.5036026e-04 
 0   243.5509630  -3.4359552e-04 
 0   243.5713961  -3.1935712e-04 
 0   243.5918291  -2.0028469e-04 
 0   243.6122620  -3.6668606e-04 
 0   243.6326951  -9.7103512e-05 
 0   243.6531281  2.1552356e-04  
 0   243.6735610  -4.0269989e-04 
 0   243.6939940  -1.7004051e-04 
 0   243.7144271  -3.2672539e-04 
 0   243.7348600  -4.8156417e-04 
 0   243.7552930  -4.9658102e-04 
 0   243.7757260  -1.2691767e-04 
 0   243.7961589  -4.7346504e-04 
 0   243.8165919  -3.7178560e-04 
 0   243.8370249  -1.7206567e-04 
 0   243.8574580  -7.9228375e-05 
 0   243.8778909  -8.5403277e-05 
 0   243.8983239  -3.9823417e-04 
 0   243.9187570  3.6433132e-05  
 0   243.9391899  -2.3218726e-04 
 0   243.9596229  8.0507916e-06  
 0   243.9800558  -4.7095884e-05 
 0   244.0004888  -2.1691949e-05 
 0   244.0209218  7.5711992e-05  
 0   244.0413548  -3.1766968e-04 
 0   244.0617878  1.8355623e-04  
 0   244.0822208  -1.8155015e-04 
 0   244.1026538  -1.7276169e-04 
 0   244.1230867  5.7662441e-05  
 0   244.1435197  4.0410370e-05  
 0   244.1639527  -6.6137291e-05 
 0   244.1843856  3.3501328e-05  
 0   244.2048187  -1.5651197e-04 
 0   244.2252517  -7.1448289e-05 
 0   244.2456846  -9.7736884e-05 
 0   244.2661176  -2.3265710e-04 
 0   244.2865506  -8.7059030e-05 
 0   244.3069836  -1.3142054e-04 
 0   244.3274165  -1.7578207e-04 
 0   244.3478496  -2.6058611e-03 
 0   244.3682826  -7.8226617e-03 
 0   244.3887155  -8.5717682e-03 
 0   244.4091485  -9.0130530e-03 
 0   244.4295815  -8.7631959e-03 
 0   244.4500144  -7.2086905e-03 
 0   244.4704474  -1.7527750e-03 
 0   244.4908805  1.6318777e-04  
 0   244.5113134  4.8669666e-04  
 0   244.5317464  7.6310607e-05  
 0   244.5521793  2.9381138e-04  
 0   244.5726123  -1.1696339e-04 
 0   244.5930453  -1.4820768e-04 
 0   244.6134783  1.3206230e-04  
 0   244.6339113  -1.5198237e-05 
 0   244.6543443  -2.3193248e-04 
 0   244.6747771  -1.0780834e-04 
 0   244.6952101  2.6797579e-04  
 0   244.7360762  -1.6432680e-04 
 0   244.7565091  -3.7093392e-05 
 0   244.7769421  -2.2467790e-04 
 0   244.7973750  2.8288325e-05  
 0   244.8178080  -5.9701029e-05 
 0   244.8382410  -1.1232196e-04 
 0   244.8586741  1.0828795e-04  
 0   244.8791069  -1.1086056e-05 
 0   244.8995399  -5.2718894e-04 
 0   244.9199730  4.6036439e-05  
 0   244.9404059  -8.8106834e-05 
 0   244.9608389  -3.9480819e-05 
 0   244.9812717  -1.6040953e-04 
 0   245.0017048  -2.4052852e-04 
 0   245.0221378  -2.5360295e-04 
 0   245.0425708  -2.3383528e-04 
 0   245.0630037  5.0806953e-05  
 0   245.0834367  1.5394305e-04  
 0   245.1038697  -5.8117212e-04 
 0   245.1243026  -5.9444821e-05 
 0   245.1447357  -4.7070565e-04 
 0   245.1651686  -1.1814442e-04 
 0   245.1856015  -5.4728379e-04 
 0   245.2060346  1.2921206e-05  
 0   245.2264676  -1.0781326e-04 
 0   245.2469004  -3.8343036e-04 
 0   245.2673334  -5.5789767e-04 
 0   245.2877665  -1.3197611e-04 
 0   245.3081994  -4.6599002e-04 
 0   245.3286323  -4.4146131e-04 
 0   245.3490654  -2.0005804e-04 
 0   245.3694984  -7.0294651e-04 
 0   245.3899313  -3.0063634e-04 
 0   245.4103642  -4.1884455e-04 
 0   245.4307973  -4.6767620e-04 
 0   245.4512302  -4.7715564e-04 
 0   245.4716632  -5.7258443e-05 
 0   245.4920962  -2.5426832e-04 
 0   245.5125291  -1.3743194e-04 
 0   245.5329621  -3.2074141e-04 
 0   245.5533950  8.6560135e-04  
 0   245.5738280  -4.8117407e-04 
 0   245.5942610  -1.6747936e-04 
 0   245.6146940  -1.9639204e-04 
 0   245.6351269  -1.6846260e-04 
 0   245.6555599  6.2835301e-05  
 0   245.6759929  -1.0093602e-05 
 0   245.6964260  -2.4334235e-05 
 0   245.7168588  -8.3854240e-05 
 0   245.7372918  6.8444219e-06  
 0   245.7577247  -3.2007648e-04 
 0   245.7781577  -4.7483038e-05 
 0   245.7985907  -2.3127841e-04 
 0   245.8190237  -1.3844210e-04 
 0   245.8394566  6.0402319e-05  
 0   245.8598896  -2.2677770e-04 
 0   245.8803226  -2.1556088e-04 
 0   245.9007555  -1.8695134e-04 
 0   245.9211885  -1.1296527e-04 
 0   245.9620544  -1.4280697e-04 
 0   245.9824874  -2.4901863e-05 
 0   246.0029204  1.1379676e-04  
 0   246.0233533  -3.9682844e-05 
 0   246.0437862  1.7441661e-04  
 0   246.0642193  -3.9104695e-04 
 0   246.0846522  -1.0689079e-04 
 0   246.1050851  -3.0378440e-05 
 0   246.1255181  -5.9623068e-04 
 0   246.1459512  -2.1742451e-05 
 0   246.1663840  3.2634893e-04  
 0   246.2072500  -1.8563065e-04 
 0   246.2276829  -5.5288339e-05 
 0   246.2481158  1.6775036e-04  
 0   246.2685489  -1.3964027e-04 
 0   246.2889818  -7.7800010e-05 
 0   246.3094147  -9.6413220e-05 
 0   246.3298477  -1.8566614e-04 
 0   246.3502807  -3.5993932e-04 
 0   246.3707136  -2.0073872e-04 
 0   246.3911466  -1.5687419e-04 
 0   246.4115796  -3.9357816e-05 
 0   246.4320126  1.0954318e-04  
 0   246.4524454  -3.0385560e-04 
 0   246.4728784  -3.0711660e-04 
 0   246.4933115  -3.9964561e-05 
 0   246.5137443  -2.2657785e-04 
 0   246.5341773  -1.8397650e-04 
 0   246.5546104  -2.8712419e-04 
 0   246.5750432  -1.5989122e-04 
 0   246.5954762  -2.1513605e-04 
